Sno,year,state,month,number,date
5416,2014,Roraima,Agosto,12,01-01-2014
5417,2015,Roraima,Agosto,11,01-01-2015
5418,2016,Roraima,Agosto,11,01-01-2016
5419,2017,Roraima,Agosto,35,01-01-2017
5420,1998,Roraima,Setembro,2,01-01-1998
5421,1999,Roraima,Setembro,3,01-01-1999
5422,2000,Roraima,Setembro,12,01-01-2000
5423,2001,Roraima,Setembro,1,01-01-2001
5424,2002,Roraima,Setembro,48,01-01-2002
5425,2003,Roraima,Setembro,6,01-01-2003
5426,2004,Roraima,Setembro,9,01-01-2004
5427,2005,Roraima,Setembro,72,01-01-2005
5428,2006,Roraima,Setembro,40,01-01-2006
5429,2007,Roraima,Setembro,9,01-01-2007
5430,2008,Roraima,Setembro,17,01-01-2008
5431,2009,Roraima,Setembro,117,01-01-2009
5432,2010,Roraima,Setembro,18,01-01-2010
5433,2011,Roraima,Setembro,53,01-01-2011
5434,2012,Roraima,Setembro,67,01-01-2012
5435,2013,Roraima,Setembro,18,01-01-2013
5436,2014,Roraima,Setembro,67,01-01-2014
5437,2015,Roraima,Setembro,77,01-01-2015
5438,2016,Roraima,Setembro,19,01-01-2016
5439,2017,Roraima,Setembro,43,01-01-2017
5440,1998,Roraima,Outubro,1,01-01-1998
5441,1999,Roraima,Outubro,10,01-01-1999
5442,2000,Roraima,Outubro,25,01-01-2000
5443,2001,Roraima,Outubro,13,01-01-2001
5444,2002,Roraima,Outubro,191,01-01-2002
5445,2003,Roraima,Outubro,14,01-01-2003
5446,2004,Roraima,Outubro,53,01-01-2004
5447,2005,Roraima,Outubro,88,01-01-2005
5448,2006,Roraima,Outubro,135,01-01-2006
5449,2007,Roraima,Outubro,15,01-01-2007
5450,2008,Roraima,Outubro,78,01-01-2008
5451,2009,Roraima,Outubro,197,01-01-2009
5452,2010,Roraima,Outubro,64,01-01-2010
5453,2011,Roraima,Outubro,65,01-01-2011
5454,2012,Roraima,Outubro,152,01-01-2012
5455,2013,Roraima,Outubro,63,01-01-2013
5456,2014,Roraima,Outubro,61,01-01-2014
5457,2015,Roraima,Outubro,181,01-01-2015
5458,2016,Roraima,Outubro,101,01-01-2016
5459,2017,Roraima,Outubro,156,01-01-2017
5460,1998,Roraima,Novembro,1,01-01-1998
5461,1999,Roraima,Novembro,15,01-01-1999
5462,2000,Roraima,Novembro,32,01-01-2000
5463,2001,Roraima,Novembro,76,01-01-2001
5464,2002,Roraima,Novembro,133,01-01-2002
5465,2003,Roraima,Novembro,27,01-01-2003
5466,2004,Roraima,Novembro,135,01-01-2004
5467,2005,Roraima,Novembro,135,01-01-2005
5468,2006,Roraima,Novembro,26,01-01-2006
5469,2007,Roraima,Novembro,112,01-01-2007
5470,2008,Roraima,Novembro,39,01-01-2008
5471,2009,Roraima,Novembro,312,01-01-2009
5472,2010,Roraima,Novembro,27,01-01-2010
5473,2011,Roraima,Novembro,121,01-01-2011
5474,2012,Roraima,Novembro,187,01-01-2012
5475,2013,Roraima,Novembro,106,01-01-2013
5476,2014,Roraima,Novembro,143,01-01-2014
5477,2015,Roraima,Novembro,280,01-01-2015
5478,2016,Roraima,Novembro,71,01-01-2016
5479,2017,Roraima,Novembro,327,01-01-2017
5480,1998,Roraima,Dezembro,16,01-01-1998
5481,1999,Roraima,Dezembro,35,01-01-1999
5482,2000,Roraima,Dezembro,77,01-01-2000
5483,2001,Roraima,Dezembro,76,01-01-2001
5484,2002,Roraima,Dezembro,199,01-01-2002
5485,2003,Roraima,Dezembro,157,01-01-2003
5486,2004,Roraima,Dezembro,160,01-01-2004
5487,2005,Roraima,Dezembro,71,01-01-2005
5488,2006,Roraima,Dezembro,101,01-01-2006
5489,2007,Roraima,Dezembro,8,01-01-2007
5490,2008,Roraima,Dezembro,5,01-01-2008
5491,2009,Roraima,Dezembro,290,01-01-2009
5492,2010,Roraima,Dezembro,73,01-01-2010
5493,2011,Roraima,Dezembro,249,01-01-2011
5494,2012,Roraima,Dezembro,78,01-01-2012
5495,2013,Roraima,Dezembro,65,01-01-2013
5496,2014,Roraima,Dezembro,277,01-01-2014
5497,2015,Roraima,Dezembro,304,01-01-2015
5498,2016,Roraima,Dezembro,136,01-01-2016
5499,1998,Santa Catarina,Janeiro,0,01-01-1998
5500,1999,Santa Catarina,Janeiro,11,01-01-1999
5501,2000,Santa Catarina,Janeiro,14,01-01-2000
5502,2001,Santa Catarina,Janeiro,11,01-01-2001
5503,2002,Santa Catarina,Janeiro,22,01-01-2002
5504,2003,Santa Catarina,Janeiro,45,01-01-2003
5505,2004,Santa Catarina,Janeiro,37,01-01-2004
5506,2005,Santa Catarina,Janeiro,46,01-01-2005
5507,2006,Santa Catarina,Janeiro,41,01-01-2006
5508,2007,Santa Catarina,Janeiro,9,01-01-2007
5509,2008,Santa Catarina,Janeiro,25,01-01-2008
5510,2009,Santa Catarina,Janeiro,21,01-01-2009
5511,2010,Santa Catarina,Janeiro,2,01-01-2010
5512,2011,Santa Catarina,Janeiro,9,01-01-2011
5513,2012,Santa Catarina,Janeiro,14,01-01-2012
5514,2013,Santa Catarina,Janeiro,18,01-01-2013
5515,2014,Santa Catarina,Janeiro,58,01-01-2014
5516,2015,Santa Catarina,Janeiro,28,01-01-2015
5517,2016,Santa Catarina,Janeiro,53,01-01-2016
5518,2017,Santa Catarina,Janeiro,46,01-01-2017
5519,1998,Santa Catarina,Fevereiro,0,01-01-1998
5520,1999,Santa Catarina,Fevereiro,2,01-01-1999
5521,2000,Santa Catarina,Fevereiro,8,01-01-2000
5522,2001,Santa Catarina,Fevereiro,0,01-01-2001
5523,2002,Santa Catarina,Fevereiro,5,01-01-2002
5524,2003,Santa Catarina,Fevereiro,43,01-01-2003
5525,2004,Santa Catarina,Fevereiro,29,01-01-2004
5526,2005,Santa Catarina,Fevereiro,46,01-01-2005
5527,2006,Santa Catarina,Fevereiro,18,01-01-2006
5528,2007,Santa Catarina,Fevereiro,14,01-01-2007
5529,2008,Santa Catarina,Fevereiro,29,01-01-2008
5530,2009,Santa Catarina,Fevereiro,7,01-01-2009
5531,2010,Santa Catarina,Fevereiro,15,01-01-2010
5532,2011,Santa Catarina,Fevereiro,1,01-01-2011
5533,2012,Santa Catarina,Fevereiro,13,01-01-2012
5534,2013,Santa Catarina,Fevereiro,12,01-01-2013
5535,2014,Santa Catarina,Fevereiro,27,01-01-2014
5536,2015,Santa Catarina,Fevereiro,23,01-01-2015
5537,2016,Santa Catarina,Fevereiro,10,01-01-2016
5538,2017,Santa Catarina,Fevereiro,31,01-01-2017
5539,1998,Santa Catarina,Março,0,01-01-1998
5540,1999,Santa Catarina,Março,7,01-01-1999
5541,2000,Santa Catarina,Março,46,01-01-2000
5542,2001,Santa Catarina,Março,1,01-01-2001
5543,2002,Santa Catarina,Março,12,01-01-2002
5544,2003,Santa Catarina,Março,58,01-01-2003
5545,2004,Santa Catarina,Março,73,01-01-2004
5546,2005,Santa Catarina,Março,92,01-01-2005
5547,2006,Santa Catarina,Março,48,01-01-2006
5548,2007,Santa Catarina,Março,23,01-01-2007
5549,2008,Santa Catarina,Março,14,01-01-2008
5550,2009,Santa Catarina,Março,33,01-01-2009
5551,2010,Santa Catarina,Março,9,01-01-2010
5552,2011,Santa Catarina,Março,8,01-01-2011
5553,2012,Santa Catarina,Março,65,01-01-2012
5554,2013,Santa Catarina,Março,14,01-01-2013
5555,2014,Santa Catarina,Março,15,01-01-2014
5556,2015,Santa Catarina,Março,37,01-01-2015
5557,2016,Santa Catarina,Março,21,01-01-2016
5558,2017,Santa Catarina,Março,12,01-01-2017
5559,1998,Santa Catarina,Abril,0,01-01-1998
5560,1999,Santa Catarina,Abril,0,01-01-1999
5561,2000,Santa Catarina,Abril,7,01-01-2000
5562,2001,Santa Catarina,Abril,1,01-01-2001
5563,2002,Santa Catarina,Abril,7,01-01-2002
5564,2003,Santa Catarina,Abril,120,01-01-2003
5565,2004,Santa Catarina,Abril,59,01-01-2004
5566,2005,Santa Catarina,Abril,25,01-01-2005
5567,2006,Santa Catarina,Abril,30,01-01-2006
5568,2007,Santa Catarina,Abril,2,01-01-2007
5569,2008,Santa Catarina,Abril,31,01-01-2008
5570,2009,Santa Catarina,Abril,57,01-01-2009
5571,2010,Santa Catarina,Abril,19,01-01-2010
5572,2011,Santa Catarina,Abril,5,01-01-2011
5573,2012,Santa Catarina,Abril,40,01-01-2012
5574,2013,Santa Catarina,Abril,46,01-01-2013
5575,2014,Santa Catarina,Abril,34,01-01-2014
5576,2015,Santa Catarina,Abril,32,01-01-2015
5577,2016,Santa Catarina,Abril,36,01-01-2016
5578,2017,Santa Catarina,Abril,26,01-01-2017
5579,1998,Santa Catarina,Maio,0,01-01-1998
5580,1999,Santa Catarina,Maio,1,01-01-1999
5581,2000,Santa Catarina,Maio,0,01-01-2000
5582,2001,Santa Catarina,Maio,2,01-01-2001
5583,2002,Santa Catarina,Maio,3,01-01-2002
5584,2003,Santa Catarina,Maio,84,01-01-2003
5585,2004,Santa Catarina,Maio,2,01-01-2004
5586,2005,Santa Catarina,Maio,21,01-01-2005
5587,2006,Santa Catarina,Maio,33,01-01-2006
5588,2007,Santa Catarina,Maio,2,01-01-2007
5589,2008,Santa Catarina,Maio,15,01-01-2008
5590,2009,Santa Catarina,Maio,33,01-01-2009
5591,2010,Santa Catarina,Maio,1,01-01-2010
5592,2011,Santa Catarina,Maio,16,01-01-2011
5593,2012,Santa Catarina,Maio,60,01-01-2012
5594,2013,Santa Catarina,Maio,52,01-01-2013
5595,2014,Santa Catarina,Maio,42,01-01-2014
5596,2015,Santa Catarina,Maio,70,01-01-2015
5597,2016,Santa Catarina,Maio,26,01-01-2016
5598,2017,Santa Catarina,Maio,36,01-01-2017
5599,1998,Santa Catarina,Junho,2,01-01-1998
5600,1999,Santa Catarina,Junho,0,01-01-1999
5601,2000,Santa Catarina,Junho,2,01-01-2000
5602,2001,Santa Catarina,Junho,1,01-01-2001
5603,2002,Santa Catarina,Junho,0,01-01-2002
5604,2003,Santa Catarina,Junho,68,01-01-2003
5605,2004,Santa Catarina,Junho,127,01-01-2004
5606,2005,Santa Catarina,Junho,58,01-01-2005
5607,2006,Santa Catarina,Junho,32,01-01-2006
5608,2007,Santa Catarina,Junho,11,01-01-2007
5609,2008,Santa Catarina,Junho,2,01-01-2008
5610,2009,Santa Catarina,Junho,14,01-01-2009
5611,2010,Santa Catarina,Junho,1,01-01-2010
5612,2011,Santa Catarina,Junho,26,01-01-2011
5613,2012,Santa Catarina,Junho,42,01-01-2012
5614,2013,Santa Catarina,Junho,31,01-01-2013
5615,2014,Santa Catarina,Junho,3,01-01-2014
5616,2015,Santa Catarina,Junho,104,01-01-2015
5617,2016,Santa Catarina,Junho,79,01-01-2016
5618,2017,Santa Catarina,Junho,70,01-01-2017
5619,1998,Santa Catarina,Julho,0,01-01-1998
5620,1999,Santa Catarina,Julho,2,01-01-1999
5621,2000,Santa Catarina,Julho,21,01-01-2000
5622,2001,Santa Catarina,Julho,5,01-01-2001
5623,2002,Santa Catarina,Julho,82,01-01-2002
5624,2003,Santa Catarina,Julho,43,01-01-2003
5625,2004,Santa Catarina,Julho,94,01-01-2004
5626,2005,Santa Catarina,Julho,90,01-01-2005
5627,2006,Santa Catarina,Julho,74,01-01-2006
5628,2007,Santa Catarina,Julho,12,01-01-2007
5629,2008,Santa Catarina,Julho,46,01-01-2008
5630,2009,Santa Catarina,Julho,26,01-01-2009
5631,2010,Santa Catarina,Julho,31,01-01-2010
5632,2011,Santa Catarina,Julho,31,01-01-2011
5633,2012,Santa Catarina,Julho,42,01-01-2012
5634,2013,Santa Catarina,Julho,69,01-01-2013
5635,2014,Santa Catarina,Julho,82,01-01-2014
5636,2015,Santa Catarina,Julho,45,01-01-2015
5637,2016,Santa Catarina,Julho,480,01-01-2016
5638,2017,Santa Catarina,Julho,591,01-01-2017
5639,1998,Santa Catarina,Agosto,0,01-01-1998
5640,1999,Santa Catarina,Agosto,51,01-01-1999
5641,2000,Santa Catarina,Agosto,69,01-01-2000
5642,2001,Santa Catarina,Agosto,24,01-01-2001
5643,2002,Santa Catarina,Agosto,702,01-01-2002
5644,2003,Santa Catarina,Agosto,1.513,01-01-2003
5645,2004,Santa Catarina,Agosto,728,01-01-2004
5646,2005,Santa Catarina,Agosto,391,01-01-2005
5647,2006,Santa Catarina,Agosto,728,01-01-2006
5648,2007,Santa Catarina,Agosto,462,01-01-2007
5649,2008,Santa Catarina,Agosto,51,01-01-2008
5650,2009,Santa Catarina,Agosto,759,01-01-2009
5651,2010,Santa Catarina,Agosto,511,01-01-2010
5652,2011,Santa Catarina,Agosto,175,01-01-2011
5653,2012,Santa Catarina,Agosto,398,01-01-2012
5654,2013,Santa Catarina,Agosto,236,01-01-2013
5655,2014,Santa Catarina,Agosto,459,01-01-2014
5656,2015,Santa Catarina,Agosto,379,01-01-2015
5657,2016,Santa Catarina,Agosto,765,01-01-2016
5658,2017,Santa Catarina,Agosto,713,01-01-2017
5659,1998,Santa Catarina,Setembro,6,01-01-1998
5660,1999,Santa Catarina,Setembro,101,01-01-1999
5661,2000,Santa Catarina,Setembro,36,01-01-2000
5662,2001,Santa Catarina,Setembro,18,01-01-2001
5663,2002,Santa Catarina,Setembro,416,01-01-2002
5664,2003,Santa Catarina,Setembro,1.339,01-01-2003
5665,2004,Santa Catarina,Setembro,755,01-01-2004
5666,2005,Santa Catarina,Setembro,116,01-01-2005
5667,2006,Santa Catarina,Setembro,530,01-01-2006
5668,2007,Santa Catarina,Setembro,617,01-01-2007
5669,2008,Santa Catarina,Setembro,233,01-01-2008
5670,2009,Santa Catarina,Setembro,47,01-01-2009
5671,2010,Santa Catarina,Setembro,198,01-01-2010
5672,2011,Santa Catarina,Setembro,450,01-01-2011
5673,2012,Santa Catarina,Setembro,188,01-01-2012
5674,2013,Santa Catarina,Setembro,303,01-01-2013
5675,2014,Santa Catarina,Setembro,208,01-01-2014
5676,2015,Santa Catarina,Setembro,156,01-01-2015
5677,2016,Santa Catarina,Setembro,644,01-01-2016
5678,2017,Santa Catarina,Setembro,626,01-01-2017
5679,1998,Santa Catarina,Outubro,4,01-01-1998
5680,1999,Santa Catarina,Outubro,16,01-01-1999
5681,2000,Santa Catarina,Outubro,55,01-01-2000
5682,2001,Santa Catarina,Outubro,26,01-01-2001
5683,2002,Santa Catarina,Outubro,42,01-01-2002
5684,2003,Santa Catarina,Outubro,669,01-01-2003
5685,2004,Santa Catarina,Outubro,704,01-01-2004
5686,2005,Santa Catarina,Outubro,197,01-01-2005
5687,2006,Santa Catarina,Outubro,269,01-01-2006
5688,2007,Santa Catarina,Outubro,35,01-01-2007
5689,2008,Santa Catarina,Outubro,56,01-01-2008
5690,2009,Santa Catarina,Outubro,252,01-01-2009
5691,2010,Santa Catarina,Outubro,76,01-01-2010
5692,2011,Santa Catarina,Outubro,102,01-01-2011
5693,2012,Santa Catarina,Outubro,34,01-01-2012
5694,2013,Santa Catarina,Outubro,107,01-01-2013
5695,2014,Santa Catarina,Outubro,122,01-01-2014
5696,2015,Santa Catarina,Outubro,21,01-01-2015
5697,2016,Santa Catarina,Outubro,56,01-01-2016
5698,2017,Santa Catarina,Outubro,51,01-01-2017
5699,1998,Santa Catarina,Novembro,21,01-01-1998
5700,1999,Santa Catarina,Novembro,84,01-01-1999
5701,2000,Santa Catarina,Novembro,19,01-01-2000
5702,2001,Santa Catarina,Novembro,66,01-01-2001
5703,2002,Santa Catarina,Novembro,348,01-01-2002
5704,2003,Santa Catarina,Novembro,347,01-01-2003
5705,2004,Santa Catarina,Novembro,279,01-01-2004
5706,2005,Santa Catarina,Novembro,384,01-01-2005
5707,2006,Santa Catarina,Novembro,45,01-01-2006
5708,2007,Santa Catarina,Novembro,26,01-01-2007
5709,2008,Santa Catarina,Novembro,16,01-01-2008
5710,2009,Santa Catarina,Novembro,61,01-01-2009
5711,2010,Santa Catarina,Novembro,88,01-01-2010
5712,2011,Santa Catarina,Novembro,79,01-01-2011
5713,2012,Santa Catarina,Novembro,72,01-01-2012
5714,2013,Santa Catarina,Novembro,84,01-01-2013
5715,2014,Santa Catarina,Novembro,43,01-01-2014
5716,2015,Santa Catarina,Novembro,9,01-01-2015
5717,2016,Santa Catarina,Novembro,156,01-01-2016
5718,2017,Santa Catarina,Novembro,152,01-01-2017
5719,1998,Santa Catarina,Dezembro,26,01-01-1998
5720,1999,Santa Catarina,Dezembro,89,01-01-1999
5721,2000,Santa Catarina,Dezembro,29,01-01-2000
5722,2001,Santa Catarina,Dezembro,45,01-01-2001
5723,2002,Santa Catarina,Dezembro,76,01-01-2002
5724,2003,Santa Catarina,Dezembro,129,01-01-2003
5725,2004,Santa Catarina,Dezembro,68,01-01-2004
5726,2005,Santa Catarina,Dezembro,17,01-01-2005
5727,2006,Santa Catarina,Dezembro,7,01-01-2006
5728,2007,Santa Catarina,Dezembro,17,01-01-2007
5729,2008,Santa Catarina,Dezembro,29,01-01-2008
5730,2009,Santa Catarina,Dezembro,20,01-01-2009
5731,2010,Santa Catarina,Dezembro,23,01-01-2010
5732,2011,Santa Catarina,Dezembro,24,01-01-2011
5733,2012,Santa Catarina,Dezembro,32,01-01-2012
5734,2013,Santa Catarina,Dezembro,74,01-01-2013
5735,2014,Santa Catarina,Dezembro,45,01-01-2014
5736,2015,Santa Catarina,Dezembro,19,01-01-2015
5737,2016,Santa Catarina,Dezembro,20,01-01-2016
5738,1998,Sao Paulo,Janeiro,0,01-01-1998
5739,1999,Sao Paulo,Janeiro,7,01-01-1999
5740,2000,Sao Paulo,Janeiro,36,01-01-2000
5741,2001,Sao Paulo,Janeiro,26,01-01-2001
5742,2002,Sao Paulo,Janeiro,19,01-01-2002
5743,2003,Sao Paulo,Janeiro,59,01-01-2003
5744,2004,Sao Paulo,Janeiro,37,01-01-2004
5745,2005,Sao Paulo,Janeiro,26,01-01-2005
5746,2006,Sao Paulo,Janeiro,76,01-01-2006
5747,2007,Sao Paulo,Janeiro,14,01-01-2007
5748,2008,Sao Paulo,Janeiro,34,01-01-2008
5749,2009,Sao Paulo,Janeiro,12,01-01-2009
5750,2010,Sao Paulo,Janeiro,45,01-01-2010
5751,2011,Sao Paulo,Janeiro,75,01-01-2011
5752,2012,Sao Paulo,Janeiro,38,01-01-2012
5753,2013,Sao Paulo,Janeiro,36,01-01-2013
5754,2014,Sao Paulo,Janeiro,99,01-01-2014
5755,2015,Sao Paulo,Janeiro,120,01-01-2015
5756,2016,Sao Paulo,Janeiro,85,01-01-2016
5757,2017,Sao Paulo,Janeiro,28,01-01-2017
5758,1998,Sao Paulo,Fevereiro,0,01-01-1998
5759,1999,Sao Paulo,Fevereiro,47,01-01-1999
5760,2000,Sao Paulo,Fevereiro,25,01-01-2000
5761,2001,Sao Paulo,Fevereiro,25,01-01-2001
5762,2002,Sao Paulo,Fevereiro,19,01-01-2002
5763,2003,Sao Paulo,Fevereiro,137,01-01-2003
5764,2004,Sao Paulo,Fevereiro,41,01-01-2004
5765,2005,Sao Paulo,Fevereiro,78,01-01-2005
5766,2006,Sao Paulo,Fevereiro,59,01-01-2006
5767,2007,Sao Paulo,Fevereiro,96,01-01-2007
5768,2008,Sao Paulo,Fevereiro,30,01-01-2008
5769,2009,Sao Paulo,Fevereiro,65,01-01-2009
5770,2010,Sao Paulo,Fevereiro,152,01-01-2010
5771,2011,Sao Paulo,Fevereiro,73,01-01-2011
5772,2012,Sao Paulo,Fevereiro,81,01-01-2012
5773,2013,Sao Paulo,Fevereiro,100,01-01-2013
5774,2014,Sao Paulo,Fevereiro,112,01-01-2014
5775,2015,Sao Paulo,Fevereiro,69,01-01-2015
5776,2016,Sao Paulo,Fevereiro,188,01-01-2016
5777,2017,Sao Paulo,Fevereiro,107,01-01-2017
5778,1998,Sao Paulo,Março,0,01-01-1998
5779,1999,Sao Paulo,Março,78,01-01-1999
5780,2000,Sao Paulo,Março,26,01-01-2000
5781,2001,Sao Paulo,Março,35,01-01-2001
5782,2002,Sao Paulo,Março,111,01-01-2002
5783,2003,Sao Paulo,Março,86,01-01-2003
5784,2004,Sao Paulo,Março,73,01-01-2004
5785,2005,Sao Paulo,Março,73,01-01-2005
5786,2006,Sao Paulo,Março,106,01-01-2006
5787,2007,Sao Paulo,Março,152,01-01-2007
5788,2008,Sao Paulo,Março,72,01-01-2008
5789,2009,Sao Paulo,Março,55,01-01-2009
5790,2010,Sao Paulo,Março,111,01-01-2010
5791,2011,Sao Paulo,Março,45,01-01-2011
5792,2012,Sao Paulo,Março,99,01-01-2012
5793,2013,Sao Paulo,Março,57,01-01-2013
5794,2014,Sao Paulo,Março,75,01-01-2014
5795,2015,Sao Paulo,Março,68,01-01-2015
5796,2016,Sao Paulo,Março,82,01-01-2016
5797,2017,Sao Paulo,Março,103,01-01-2017
5798,1998,Sao Paulo,Abril,0,01-01-1998
5799,1999,Sao Paulo,Abril,291,01-01-1999
5800,2000,Sao Paulo,Abril,102,01-01-2000
5801,2001,Sao Paulo,Abril,61,01-01-2001
5802,2002,Sao Paulo,Abril,178,01-01-2002
5803,2003,Sao Paulo,Abril,106,01-01-2003
5804,2004,Sao Paulo,Abril,36,01-01-2004
5805,2005,Sao Paulo,Abril,62,01-01-2005
5806,2006,Sao Paulo,Abril,63,01-01-2006
5807,2007,Sao Paulo,Abril,44,01-01-2007
5808,2008,Sao Paulo,Abril,84,01-01-2008
5809,2009,Sao Paulo,Abril,67,01-01-2009
5810,2010,Sao Paulo,Abril,91,01-01-2010
5811,2011,Sao Paulo,Abril,52,01-01-2011
5812,2012,Sao Paulo,Abril,82,01-01-2012
5813,2013,Sao Paulo,Abril,103,01-01-2013
5814,2014,Sao Paulo,Abril,103,01-01-2014
5815,2015,Sao Paulo,Abril,76,01-01-2015
5816,2016,Sao Paulo,Abril,307,01-01-2016
5817,2017,Sao Paulo,Abril,41,01-01-2017
5818,1998,Sao Paulo,Maio,0,01-01-1998
5819,1999,Sao Paulo,Maio,500,01-01-1999
5820,2000,Sao Paulo,Maio,300,01-01-2000
5821,2001,Sao Paulo,Maio,211,01-01-2001
5822,2002,Sao Paulo,Maio,319,01-01-2002
5823,2003,Sao Paulo,Maio,69,01-01-2003
5824,2004,Sao Paulo,Maio,60,01-01-2004
5825,2005,Sao Paulo,Maio,212,01-01-2005
5826,2006,Sao Paulo,Maio,88,01-01-2006
5827,2007,Sao Paulo,Maio,69,01-01-2007
5828,2008,Sao Paulo,Maio,40,01-01-2008
5829,2009,Sao Paulo,Maio,142,01-01-2009
5830,2010,Sao Paulo,Maio,150,01-01-2010
5831,2011,Sao Paulo,Maio,136,01-01-2011
5832,2012,Sao Paulo,Maio,82,01-01-2012
5833,2013,Sao Paulo,Maio,118,01-01-2013
5834,2014,Sao Paulo,Maio,181,01-01-2014
5835,2015,Sao Paulo,Maio,65,01-01-2015
5836,2016,Sao Paulo,Maio,139,01-01-2016
5837,2017,Sao Paulo,Maio,43,01-01-2017
5838,1998,Sao Paulo,Junho,451,01-01-1998
5839,1999,Sao Paulo,Junho,522,01-01-1999
5840,2000,Sao Paulo,Junho,606,01-01-2000
5841,2001,Sao Paulo,Junho,346,01-01-2001
5842,2002,Sao Paulo,Junho,562,01-01-2002
5843,2003,Sao Paulo,Junho,132,01-01-2003
5844,2004,Sao Paulo,Junho,231,01-01-2004
5845,2005,Sao Paulo,Junho,236,01-01-2005
5846,2006,Sao Paulo,Junho,97,01-01-2006
5847,2007,Sao Paulo,Junho,91,01-01-2007
5848,2008,Sao Paulo,Junho,25,01-01-2008
5849,2009,Sao Paulo,Junho,125,01-01-2009
5850,2010,Sao Paulo,Junho,143,01-01-2010
5851,2011,Sao Paulo,Junho,210,01-01-2011
5852,2012,Sao Paulo,Junho,30,01-01-2012
5853,2013,Sao Paulo,Junho,47,01-01-2013
5854,2014,Sao Paulo,Junho,331,01-01-2014
5855,2015,Sao Paulo,Junho,147,01-01-2015
5856,2016,Sao Paulo,Junho,197,01-01-2016
5857,2017,Sao Paulo,Junho,217,01-01-2017
5858,1998,Sao Paulo,Julho,596,01-01-1998
5859,1999,Sao Paulo,Julho,684,01-01-1999
5860,2000,Sao Paulo,Julho,770,01-01-2000
5861,2001,Sao Paulo,Julho,538,01-01-2001
5862,2002,Sao Paulo,Julho,448,01-01-2002
5863,2003,Sao Paulo,Julho,171,01-01-2003
5864,2004,Sao Paulo,Julho,342,01-01-2004
5865,2005,Sao Paulo,Julho,284,01-01-2005
5866,2006,Sao Paulo,Julho,245,01-01-2006
5867,2007,Sao Paulo,Julho,94,01-01-2007
5868,2008,Sao Paulo,Julho,126,01-01-2008
5869,2009,Sao Paulo,Julho,110,01-01-2009
5870,2010,Sao Paulo,Julho,600,01-01-2010
5871,2011,Sao Paulo,Julho,479,01-01-2011
5872,2012,Sao Paulo,Julho,179,01-01-2012
5873,2013,Sao Paulo,Julho,181,01-01-2013
5874,2014,Sao Paulo,Julho,476,01-01-2014
5875,2015,Sao Paulo,Julho,149,01-01-2015
5876,2016,Sao Paulo,Julho,687,01-01-2016
5877,2017,Sao Paulo,Julho,802,01-01-2017
5878,1998,Sao Paulo,Agosto,581,01-01-1998
5879,1999,Sao Paulo,Agosto,1.211,01-01-1999
5880,2000,Sao Paulo,Agosto,915,01-01-2000
5881,2001,Sao Paulo,Agosto,595,01-01-2001
5882,2002,Sao Paulo,Agosto,719,01-01-2002
5883,2003,Sao Paulo,Agosto,934,01-01-2003
5884,2004,Sao Paulo,Agosto,794,01-01-2004
5885,2005,Sao Paulo,Agosto,522,01-01-2005
5886,2006,Sao Paulo,Agosto,572,01-01-2006
5887,2007,Sao Paulo,Agosto,470,01-01-2007
5888,2008,Sao Paulo,Agosto,153,01-01-2008
5889,2009,Sao Paulo,Agosto,289,01-01-2009
5890,2010,Sao Paulo,Agosto,1.809,01-01-2010
5891,2011,Sao Paulo,Agosto,1.067,01-01-2011
5892,2012,Sao Paulo,Agosto,435,01-01-2012
5893,2013,Sao Paulo,Agosto,497,01-01-2013
5894,2014,Sao Paulo,Agosto,1.458,01-01-2014
5895,2015,Sao Paulo,Agosto,643,01-01-2015
5896,2016,Sao Paulo,Agosto,797,01-01-2016
5897,2017,Sao Paulo,Agosto,981,01-01-2017
5898,1998,Sao Paulo,Setembro,525,01-01-1998
5899,1999,Sao Paulo,Setembro,911,01-01-1999
5900,2000,Sao Paulo,Setembro,582,01-01-2000
5901,2001,Sao Paulo,Setembro,425,01-01-2001
5902,2002,Sao Paulo,Setembro,302,01-01-2002
5903,2003,Sao Paulo,Setembro,977,01-01-2003
5904,2004,Sao Paulo,Setembro,809,01-01-2004
5905,2005,Sao Paulo,Setembro,231,01-01-2005
5906,2006,Sao Paulo,Setembro,694,01-01-2006
5907,2007,Sao Paulo,Setembro,495,01-01-2007
5908,2008,Sao Paulo,Setembro,486,01-01-2008
5909,2009,Sao Paulo,Setembro,116,01-01-2009
5910,2010,Sao Paulo,Setembro,1.677,01-01-2010
5911,2011,Sao Paulo,Setembro,1.108,01-01-2011
5912,2012,Sao Paulo,Setembro,813,01-01-2012
5913,2013,Sao Paulo,Setembro,560,01-01-2013
5914,2014,Sao Paulo,Setembro,882,01-01-2014
5915,2015,Sao Paulo,Setembro,368,01-01-2015
5916,2016,Sao Paulo,Setembro,490,01-01-2016
5917,2017,Sao Paulo,Setembro,2.868,01-01-2017
5918,1998,Sao Paulo,Outubro,434,01-01-1998
5919,1999,Sao Paulo,Outubro,763,01-01-1999
5920,2000,Sao Paulo,Outubro,647,01-01-2000
5921,2001,Sao Paulo,Outubro,444,01-01-2001
5922,2002,Sao Paulo,Outubro,733,01-01-2002
5923,2003,Sao Paulo,Outubro,422,01-01-2003
5924,2004,Sao Paulo,Outubro,195,01-01-2004
